cumulative_flops,cumulative_flops_val_sync,decoder_loss,epoch,step,train/gradient_norm,train_loss,val/decoder_loss,val_loss
8.951719444191642e+16,,1.3284215927124023,118,3449,7.2412214279174805,0.02048511803150177,,
9.081454085328077e+16,,0.7870388627052307,120,3499,4.468162536621094,0.02485721744596958,,
9.211189585457971e+16,,0.6002388596534729,122,3549,5.10579776763916,0.018994294106960297,,
9.340924226594406e+16,,0.6225221753120422,124,3599,3.8265836238861084,0.01965562254190445,,
9.4706597267243e+16,,0.571451723575592,125,3649,10.809598922729492,0.01367599330842495,,
9.600394367860736e+16,,0.656325101852417,127,3699,13.559212684631348,0.018926938995718956,,
9.73012986799063e+16,,0.6120959520339966,129,3749,5.735559940338135,0.014488304033875465,,
9.859864509127066e+16,,0.792335033416748,131,3799,5.36027193069458,0.01837429776787758,,
9.98960000925696e+16,,0.5592494606971741,132,3849,4.512871265411377,0.017443275079131126,,
1.0119334650393395e+17,,0.5844687223434448,134,3899,6.240756034851074,0.012002412229776382,,
1.024906929152983e+17,,0.7234838604927063,136,3949,3.8512370586395264,0.02064940519630909,,
1.0378804791659725e+17,,0.8548135757446289,137,3999,9.454047203063965,0.018381506204605103,,
,1.0378804791659725e+17,,137,3999,,,29.796585083007812,0.5394983291625977
1.050853943279616e+17,,0.7532238364219666,139,4049,5.429962635040283,0.014394823461771011,,
1.0638274932926054e+17,,0.6199634671211243,141,4099,5.446562767028809,0.012288806959986687,,
1.076800957406249e+17,,0.5409467816352844,143,4149,4.973618984222412,0.015003914944827557,,
1.0897745074192384e+17,,0.7129431962966919,144,4199,7.511918067932129,0.018276087939739227,,
1.102747971532882e+17,,0.7380378842353821,146,4249,5.569943428039551,0.015380354598164558,,
1.1157215215458714e+17,,1.0288944244384766,148,4299,4.785305976867676,0.016843242570757866,,
1.1286949856595149e+17,,0.5711068511009216,149,4349,4.497283935546875,0.01583852991461754,,
1.1416685356725043e+17,,0.7051352262496948,151,4399,6.045984745025635,0.01872549206018448,,
1.1546419997861478e+17,,0.6379837393760681,153,4449,3.9409162998199463,0.014589548110961914,,
1.1676155497991373e+17,,0.6428737640380859,155,4499,4.73266077041626,0.010507822968065739,,
1.1805890139127808e+17,,0.6339102387428284,156,4549,4.701056957244873,0.02469324879348278,,
1.1935625639257702e+17,,0.5969903469085693,158,4599,4.20585298538208,0.017115481197834015,,
1.2065360280394138e+17,,0.5497387051582336,160,4649,4.813791275024414,0.020654667168855667,,
1.2195095780524032e+17,,0.7053882479667664,162,4699,8.59654712677002,0.012468686327338219,,
1.2324830421660467e+17,,0.5946764945983887,163,4749,5.177722454071045,0.011318504810333252,,
1.2454565921790362e+17,,0.7589130997657776,165,4799,5.205105304718018,0.02130293846130371,,
1.2584300562926797e+17,,0.7955014109611511,167,4849,7.1749162673950195,0.013427196070551872,,
1.2714036063056691e+17,,1.2764523029327393,168,4899,4.817030429840088,0.015679746866226196,,
1.2843770704193126e+17,,0.758727490901947,170,4949,5.341036319732666,0.019243348389863968,,
1.297350620432302e+17,,0.5807285904884338,172,4999,5.2703728675842285,0.013939815573394299,,
,1.297350620432302e+17,,172,4999,,,29.686992645263672,0.47998684644699097
1.3103240845459456e+17,,0.6123958826065063,174,5049,4.963322162628174,0.016542445868253708,,
1.323297634558935e+17,,0.5188050270080566,175,5099,4.10246467590332,0.010894427075982094,,
1.3362710986725786e+17,,0.6102948188781738,177,5149,8.567513465881348,0.015107797458767891,,
1.349244648685568e+17,,0.5809084177017212,179,5199,5.767332553863525,0.012468606233596802,,
1.3622181127992115e+17,,0.756459653377533,181,5249,6.190425395965576,0.016769640147686005,,
1.375191662812201e+17,,0.5483585596084595,182,5299,8.076505661010742,0.014374947175383568,,
1.3881651269258445e+17,,0.5672705173492432,184,5349,7.739399433135986,0.010247258469462395,,
1.401138676938834e+17,,0.7005215883255005,186,5399,4.226493835449219,0.020982302725315094,,
1.4141121410524774e+17,,0.8063204288482666,187,5449,6.979439735412598,0.016553107649087906,,
1.4270856910654669e+17,,0.7771462202072144,189,5499,7.385657787322998,0.01691202074289322,,
1.4400591551791104e+17,,0.5834528207778931,191,5549,5.284517288208008,0.01144336722791195,,
1.453032619292754e+17,,0.5190111398696899,193,5599,4.834299087524414,0.013274312019348145,,
1.4660061693057434e+17,,0.6278748512268066,194,5649,4.215129375457764,0.017849693074822426,,
1.4789797193187328e+17,,0.7065972089767456,196,5699,4.124621868133545,0.01470249891281128,,
1.4919532693317222e+17,,0.9571678042411804,198,5749,4.748273849487305,0.016911083832383156,,
1.50492664754602e+17,,0.5594568252563477,199,5799,5.281519412994385,0.014219037257134914,,
1.5179001975590093e+17,,0.6804395914077759,201,5849,6.104322910308838,0.01876603253185749,,
1.5308737475719987e+17,,0.6234602332115173,203,5899,5.409469127655029,0.012671740725636482,,
1.5438471257862963e+17,,0.604072093963623,205,5949,4.937845706939697,0.010164028033614159,,
1.5568206757992858e+17,,0.6150305867195129,206,5999,5.540391445159912,0.01845649629831314,,
,1.5568206757992858e+17,,206,5999,,,27.644489288330078,0.3896588981151581
1.5697942258122752e+17,,0.5762182474136353,208,6049,4.24458646774292,0.015047258697450161,,
1.5827677758252646e+17,,0.5190041661262512,210,6099,5.324713706970215,0.015954937785863876,,
1.5957411540395622e+17,,0.6762857437133789,212,6149,5.568008899688721,0.013182191178202629,,
1.6087147040525517e+17,,0.5656842589378357,213,6199,4.0085835456848145,0.011444279924035072,,
1.621688254065541e+17,,0.7334836721420288,215,6249,5.839608192443848,0.020307231694459915,,
1.6346618040785306e+17,,0.7390066385269165,217,6299,5.338597297668457,0.014017939567565918,,
1.647635182292828e+17,,1.2616441249847412,218,6349,4.354215621948242,0.01603008806705475,,
1.6606087323058176e+17,,0.7471219897270203,220,6399,4.382082462310791,0.015518609434366226,,
1.673582282318807e+17,,0.566220760345459,222,6449,6.885871887207031,0.011349955573678017,,
1.6865558323317965e+17,,0.5790108442306519,224,6499,3.4583609104156494,0.013749215751886368,,
1.699529210546094e+17,,0.48832178115844727,225,6549,3.894669532775879,0.011117457412183285,,
1.7125027605590835e+17,,0.5719916224479675,227,6599,8.396808624267578,0.012928655371069908,,
1.725476310572073e+17,,0.546891987323761,229,6649,4.356349468231201,0.012567700818181038,,
1.7384498605850624e+17,,0.7194637656211853,231,6699,5.963689804077148,0.014927410520613194,,
1.75142323879936e+17,,0.49853914976119995,232,6749,5.825425148010254,0.012911256402730942,,
1.7643967888123494e+17,,0.5535287857055664,234,6799,8.135245323181152,0.010178280994296074,,
1.777370338825339e+17,,0.676703155040741,236,6849,4.814835548400879,0.01591060683131218,,
1.7903438888383283e+17,,0.7912095785140991,237,6899,3.789860248565674,0.013368053361773491,,
1.803317267052626e+17,,0.7450355887413025,239,6949,6.17596960067749,0.014314025640487671,,
1.8162908170656154e+17,,0.5692294836044312,241,6999,4.511950492858887,0.013433808460831642,,
,1.8162908170656154e+17,,241,6999,,,27.538305282592773,0.2977241277694702
1.8292643670786048e+17,,0.5158767700195312,243,7049,3.8849761486053467,0.012780052609741688,,
1.8422379170915942e+17,,0.6261228322982788,244,7099,4.041530609130859,0.016796953976154327,,
1.855211295305892e+17,,0.6955074071884155,246,7149,5.5150933265686035,0.013621100224554539,,
1.8681848453188813e+17,,0.9197532534599304,248,7199,4.271810531616211,0.017565511167049408,,
1.8811583953318707e+17,,0.5379091501235962,249,7249,6.555201053619385,0.010789802297949791,,
1.89413194534486e+17,,0.6182407736778259,251,7299,6.608314514160156,0.014690548181533813,,
1.9071053235591578e+17,,0.6083089709281921,253,7349,4.657145023345947,0.010424585081636906,,
1.9200788735721472e+17,,0.602592408657074,255,7399,6.032358169555664,0.01076542865484953,,
1.9330524235851366e+17,,0.5968596935272217,256,7449,3.617697238922119,0.012616376392543316,,
1.946025973598126e+17,,0.5563080310821533,258,7499,3.367370843887329,0.012557875365018845,,
1.9589993518124237e+17,,0.5067145228385925,260,7549,3.8669936656951904,0.01263849250972271,,
1.971972901825413e+17,,0.6389641165733337,262,7599,7.941956520080566,0.014657753519713879,,
1.9849464518384026e+17,,0.5536949634552002,263,7649,4.497610569000244,0.010289222002029419,,
1.997920001851392e+17,,0.673562228679657,265,7699,4.4168596267700195,0.01650942675769329,,
2.0108933800656896e+17,,0.6616730093955994,267,7749,8.590018272399902,0.015557105652987957,,
2.023866930078679e+17,,1.2443923950195312,268,7799,4.700476169586182,0.014887524768710136,,
2.0368404800916685e+17,,0.7286337018013,270,7849,4.640151023864746,0.011710481718182564,,
2.049813858305966e+17,,0.5393102765083313,272,7899,2.912703514099121,0.00980670191347599,,
2.0627874083189555e+17,,0.5631415843963623,274,7949,4.238719463348389,0.01238952949643135,,
2.075760958331945e+17,,0.47244977951049805,275,7999,4.392449855804443,0.01114044338464737,,
,2.075760958331945e+17,,275,7999,,,26.643823623657227,0.24219146370887756
