batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,cumulative_flops,cumulative_flops_val_sync,epoch,fused_dir,fused_pds,fused_wmse,step,train/gradient_norm,train_loss,val/fused_dir,val/fused_pds,val/fused_wmse,val_loss
,,,,,,5067390320640000.0,,18,0.8495363593101501,3.239464282989502,0.5207786560058594,999,29.22121810913086,0.9296787977218628,,,,
,,,,,,5320760105107456.0,,19,0.8423994779586792,1.0061691999435425,0.4855639338493347,1049,5.556461811065674,0.6704208254814148,,,,
,,,,,,5574129352704000.0,,20,0.8537782430648804,3.826582193374634,0.6296429634094238,1099,12.132019996643066,1.0976790189743042,,,,
,,,,,,5827498600300544.0,,21,0.84041428565979,0.8982651233673096,0.49499955773353577,1149,9.644617080688477,0.6688674688339233,,,,
,,,,,,6080868384768000.0,,22,0.8404224514961243,2.8579607009887695,0.44576746225357056,1199,20.9367618560791,0.8156058192253113,,,,
,,,,,,6334238169235456.0,,23,0.8203805685043335,2.2495827674865723,0.4398369789123535,1249,14.8010892868042,0.746833324432373,,,,
,,,,,,6587607416832000.0,,24,0.8302665948867798,2.586366891860962,0.42127424478530884,1299,13.763465881347656,0.7629375457763672,,,,
0.1667269468307495,51.70090866088867,0.4868326187133789,8.039482116699219,0.060555219650268555,5.997830390930176,6840976664428544.0,,24,0.8229591846466064,0.046914760023355484,0.43203017115592957,1349,6.614410400390625,0.5190175771713257,,,,
,,,,,,7094346448896000.0,,25,0.836384117603302,1.4762604236602783,0.38458797335624695,1399,4.80297327041626,0.6158524751663208,,,,
,,,,,,7347716233363456.0,,26,0.8274686336517334,0.5894511342048645,0.3830881416797638,1449,4.979772090911865,0.5247801542282104,,,,
,,,,,,7601085480960000.0,,27,0.8224184513092041,1.17937171459198,0.4034632444381714,1499,8.57494068145752,0.6036422252655029,,,,
,,,,,,7854454728556544.0,,28,0.8193143606185913,1.6028094291687012,0.3913099467754364,1549,7.497395038604736,0.6335223317146301,,,,
,,,,,,8107824513024000.0,,29,0.811876654624939,1.718386173248291,0.3358268439769745,1599,7.498584270477295,0.588853120803833,,,,
,,,,,,8361194297491456.0,,30,0.8386223912239075,1.7063356637954712,0.43568792939186096,1649,8.04328441619873,0.6901837587356567,,,,
,,,,,,8614563545088000.0,,31,0.8001002073287964,1.1725211143493652,0.33148711919784546,1699,4.705628871917725,0.5287492275238037,,,,
,,,,,,8867932792684544.0,,32,0.8063070774078369,0.8302462100982666,0.33969995379447937,1749,7.2814202308654785,0.5033552646636963,,,,
,,,,,,9121302577152000.0,,33,0.8352657556533813,0.6771699786186218,0.4265331029891968,1799,7.840893745422363,0.5777766704559326,,,,
,,,,,,9374672361619456.0,,34,0.8410739898681641,4.269120693206787,0.3957013785839081,1849,6.944542407989502,0.9067208766937256,,,,
,,,,,,9628041072345088.0,,35,0.8096984624862671,1.5019606351852417,0.38515758514404297,1899,5.947066783905029,0.6163235306739807,,,,
,,,,,,9881410856812544.0,,36,0.8288894295692444,0.7895300388336182,0.3883264660835266,1949,7.127410888671875,0.5501683950424194,,,,
,,,,,,1.013478064128e+16,,37,0.8182623386383057,1.4805102348327637,0.42398232221603394,1999,11.961727142333984,0.653859555721283,,,,
,,,,,,,1.013478064128e+16,37,,,,1999,,,0.8965771794319153,8.569599151611328,0.5326182246208191,1.4792358875274658
0.13411174714565277,8.835705757141113,0.17168498039245605,2.8925912380218506,0.05935335159301758,7.45646858215332,1.0388150425747456e+16,,37,0.7899430394172668,0.7354973554611206,0.2339167296886444,2049,3.254101276397705,0.3864607810974121,,,,
,,,,,,1.0641520210214912e+16,,38,0.7952725291252136,0.9819880127906799,0.4070350229740143,2099,11.328768730163574,0.5847610831260681,,,,
,,,,,,1.0894888920940544e+16,,39,0.8080278038978577,1.3139612674713135,0.3697134256362915,2149,5.261091232299805,0.5819123387336731,,,,
,,,,,,1.1148258705408e+16,,40,0.8110252022743225,1.348536491394043,0.37768176198005676,2199,5.566717624664307,0.5936379432678223,,,,
,,,,,,1.1401628489875456e+16,,41,0.8202810287475586,1.54360032081604,0.35262662172317505,2249,4.552072048187256,0.5890147686004639,,,,
,,,,,,1.1654997200601088e+16,,42,0.7903429269790649,0.2301054298877716,0.3148149251937866,2299,4.4116082191467285,0.41685977578163147,,,,
,,,,,,1.1908366985068544e+16,,43,0.7979001402854919,0.8701571226119995,0.3230435252189636,2349,9.881125450134277,0.4898492693901062,,,,
,,,,,,1.2161736769536e+16,,44,0.780437707901001,0.7272787690162659,0.25209590792655945,2399,3.4293229579925537,0.40286755561828613,,,,
,,,,,,1.2415106554003456e+16,,45,0.7931771278381348,0.5746655464172363,0.37608084082603455,2449,4.000417709350586,0.5128651261329651,,,,
,,,,,,1.2668476338470912e+16,,46,0.8012579679489136,0.47326821088790894,0.27896764874458313,2499,4.641534328460693,0.4064202904701233,,,,
,,,,,,1.2921845049196544e+16,,47,0.7891512513160706,1.1592732667922974,0.31354233622550964,2549,4.181746959686279,0.5083848237991333,,,,
,,,,,,1.3175214833664e+16,,48,0.7722470760345459,0.2848024368286133,0.26664087176322937,2599,3.8690285682678223,0.37234580516815186,,,,
,,,,,,1.3428584618131456e+16,,49,0.7798353433609009,1.2750203609466553,0.2745661735534668,2649,3.51051664352417,0.480051726102829,,,,
0.15681242942810059,46.342750549316406,0.44762086868286133,7.52955961227417,0.0594484806060791,6.377045631408691,1.3681953328857088e+16,,49,0.8220305442810059,0.018299533054232597,0.2405245006084442,2699,4.5894317626953125,0.32455751299858093,,,,
,,,,,,1.3935323113324544e+16,,50,0.7945717573165894,0.5974068641662598,0.2690405249595642,2749,3.462643623352051,0.40823841094970703,,,,
,,,,,,1.4188692897792e+16,,51,0.7584291696548462,0.18222114443778992,0.24594688415527344,2799,3.244929313659668,0.34001192450523376,,,,
,,,,,,1.4442062682259456e+16,,52,0.7721712589263916,1.0136836767196655,0.27832648158073425,2849,3.7021636962890625,0.45691198110580444,,,,
,,,,,,1.4695432466726912e+16,,53,0.7882840633392334,1.457709550857544,0.30914533138275146,2899,3.5732781887054443,0.5337446928024292,,,,
,,,,,,1.4948801177452544e+16,,54,0.784412145614624,0.937685489654541,0.2950049042701721,2949,5.638822555541992,0.4672146439552307,,,,
,,,,,,1.520217096192e+16,,55,0.7761987447738647,0.648669421672821,0.3203326463699341,2999,3.6843767166137695,0.46281948685646057,,,,
,,,,,,1.5455540746387456e+16,,56,0.7458135485649109,1.1840438842773438,0.2685526907444,3049,4.643315315246582,0.4615384340286255,,,,
,,,,,,1.5708909457113088e+16,,57,0.7625693082809448,0.29828983545303345,0.24960856139659882,3099,4.604846000671387,0.3556944727897644,,,,
,,,,,,1.5962279241580544e+16,,58,0.7898634076118469,0.2751199007034302,0.34129416942596436,3149,5.232734680175781,0.44779250025749207,,,,
,,,,,,1.6215649026048e+16,,59,0.789888858795166,3.484097957611084,0.29129675030708313,3199,4.427078723907471,0.7186954617500305,,,,
,,,,,,1.6469018810515456e+16,,60,0.7726316452026367,0.9269413948059082,0.3096863329410553,3249,7.736299514770508,0.47964364290237427,,,,
,,,,,,1.6722388594982912e+16,,61,0.7804734110832214,0.7448207139968872,0.26393356919288635,3299,5.244960784912109,0.4164629876613617,,,,
,,,,,,1.6975757305708544e+16,,62,0.7503779530525208,0.5032157897949219,0.22055156528949738,3349,4.300583839416504,0.3459109365940094,,,,
0.18741345405578613,59.07847595214844,0.5407345294952393,8.949307441711426,0.06042194366455078,5.335796356201172,1.7229127090176e+16,,62,0.7725117206573486,0.2585378885269165,0.20788635313510895,3399,3.2867062091827393,0.3109913170337677,,,,
,,,,,,1.7482496874643456e+16,,63,0.7362775802612305,0.17262908816337585,0.26741793751716614,3449,4.532600402832031,0.3583086133003235,,,,
,,,,,,1.7735865585369088e+16,,64,0.7762085795402527,1.2127559185028076,0.27333760261535645,3499,6.6815948486328125,0.4722340703010559,,,,
,,,,,,1.7989235369836544e+16,,65,0.7517275214195251,0.5983235836029053,0.2834372818470001,3549,4.600947856903076,0.41844239830970764,,,,
,,,,,,1.8242605154304e+16,,66,0.7927818298339844,1.341252326965332,0.298816442489624,3599,5.266214847564697,0.5122198462486267,,,,
,,,,,,1.849597386502963e+16,,67,0.7746002674102783,0.3272611200809479,0.26591742038726807,3649,4.614670753479004,0.37610355019569397,,,,
,,,,,,1.874934472323891e+16,,68,0.7532169222831726,0.32825788855552673,0.2605867385864258,3699,3.999823808670044,0.3687342405319214,,,,
,,,,,,1.9002713433964544e+16,,69,0.7652517557144165,0.5593551397323608,0.22529050707817078,3749,3.850958824157715,0.35775119066238403,,,,
,,,,,,1.9256082144690176e+16,,70,0.7418204545974731,0.6208473443984985,0.2975841760635376,3799,6.116045951843262,0.4338509440422058,,,,
,,,,,,1.9509453002899456e+16,,71,0.7597675323486328,0.2787078320980072,0.23496876657009125,3849,3.5880050659179688,0.3388163149356842,,,,
,,,,,,1.976282171362509e+16,,72,0.7667328119277954,1.2914149761199951,0.2793942391872406,3899,3.943967580795288,0.48520898818969727,,,,
,,,,,,2.001619257183437e+16,,73,0.7369351387023926,0.32334426045417786,0.22819581627845764,3949,3.019019365310669,0.33422374725341797,,,,
,,,,,,2.026956128256e+16,,74,0.7422577738761902,0.6292553544044495,0.21175529062747955,3999,3.245452642440796,0.34890660643577576,,,,
,,,,,,,2.026956128256e+16,74,,,,3999,,,0.8510213494300842,10.2578706741333,0.36817362904548645,1.4790629148483276
0.1336500346660614,12.85927963256836,0.18458819389343262,7.263114929199219,0.025414466857910156,7.482227802276611,2.052292999328563e+16,,74,0.762104868888855,0.0004891080898232758,0.21711231768131256,4049,3.9529619216918945,0.29337170720100403,,,,
,,,,,,2.077630085149491e+16,,75,0.7561255693435669,0.4159994125366211,0.2227766513824463,4099,3.3793962001800537,0.3399891257286072,,,,
,,,,,,2.1029669562220544e+16,,76,0.726693868637085,0.07406693696975708,0.1857318878173828,4149,2.767667293548584,0.26580798625946045,,,,
,,,,,,2.1283040420429824e+16,,77,0.7232541441917419,0.6887716054916382,0.2103099822998047,4199,3.967017650604248,0.3515125513076782,,,,
,,,,,,2.1536409131155456e+16,,78,0.7620916962623596,0.7163569331169128,0.2593013346195221,4249,3.861724615097046,0.4071462154388428,,,,
,,,,,,2.178977784188109e+16,,79,0.7349605560302734,0.5620253086090088,0.21083033084869385,4299,3.294461965560913,0.3405289053916931,,,,
,,,,,,2.204314870009037e+16,,80,0.7702062129974365,1.0381443500518799,0.3035666048526764,4349,4.45148229598999,0.484401673078537,,,,
,,,,,,2.2296517410816e+16,,81,0.7090115547180176,0.8527021408081055,0.2106046974658966,4399,4.979118824005127,0.36677607893943787,,,,
,,,,,,2.254988612154163e+16,,82,0.7363067865371704,0.3276456594467163,0.20502640306949615,4449,3.742306709289551,0.311421662569046,,,,
,,,,,,2.280325697975091e+16,,83,0.7490533590316772,0.3246898651123047,0.23971647024154663,4499,4.888611316680908,0.34709078073501587,,,,
,,,,,,2.3056625690476544e+16,,84,0.7725273370742798,3.3664047718048096,0.28895431756973267,4549,5.636194229125977,0.7028475403785706,,,,
,,,,,,2.3309994401202176e+16,,85,0.7301720976829529,0.7427632808685303,0.2477155327796936,4599,3.5409538745880127,0.3950090706348419,,,,
,,,,,,2.3563365259411456e+16,,86,0.7597390413284302,0.23016399145126343,0.2173357754945755,4649,4.016753673553467,0.3163260817527771,,,,
,,,,,,2.381673397013709e+16,,87,0.7007107734680176,0.12245647609233856,0.19998149573802948,4699,2.2967026233673096,0.28229820728302,,,,
0.15391309559345245,40.7479362487793,0.40961503982543945,6.994976043701172,0.05855846405029297,6.497172832489014,2.407010482834637e+16,,87,0.7188014984130859,0.2812764048576355,0.15358468890190125,4749,2.712209701538086,0.25359249114990234,,,,
,,,,,,2.4323473539072e+16,,88,0.7009744644165039,0.501217246055603,0.18751399219036102,4799,7.533036231994629,0.3077331781387329,,,,
,,,,,,2.457684224979763e+16,,89,0.7408695816993713,0.81508469581604,0.23147642612457275,4849,7.857136249542236,0.3870718479156494,,,,
,,,,,,2.483021310800691e+16,,90,0.693047285079956,0.3839341402053833,0.1828354448080063,4899,3.534010410308838,0.2905336022377014,,,,
,,,,,,2.5083581818732544e+16,,91,0.7573317289352417,1.5048308372497559,0.25682052969932556,4949,7.814077377319336,0.4830368161201477,,,,
,,,,,,2.5336952676941824e+16,,92,0.7438098192214966,0.2284388244152069,0.24500492215156555,4999,4.218379497528076,0.34222978353500366,,,,
,,,,,,2.5590321387667456e+16,,93,0.6992265582084656,0.3910385072231293,0.18507133424282074,5049,3.7526049613952637,0.2940978407859802,,,,
,,,,,,2.584369009839309e+16,,94,0.7095168232917786,0.19105961918830872,0.15494844317436218,5099,2.5116634368896484,0.24500608444213867,,,,
,,,,,,2.609706095660237e+16,,95,0.7191821336746216,0.1818932294845581,0.24502044916152954,5149,3.595332384109497,0.33512797951698303,,,,
,,,,,,2.6350429667328e+16,,96,0.7556154727935791,0.5831301212310791,0.2222030609846115,5199,5.442497730255127,0.356077641248703,,,,
,,,,,,2.660379837805363e+16,,97,0.7287465929985046,1.1174523830413818,0.22250153124332428,5249,2.8501789569854736,0.4071214199066162,,,,
,,,,,,2.685716923626291e+16,,98,0.7352608442306519,0.4839882552623749,0.2384064793586731,5299,3.77341365814209,0.36033138632774353,,,,
,,,,,,2.7110537946988544e+16,,99,0.6907469630241394,0.41390883922576904,0.16654211282730103,5349,4.344509124755859,0.27700769901275635,,,,
0.1649400293827057,49.847557067871094,0.4914054870605469,8.241185188293457,0.05962800979614258,6.062809944152832,2.7363906657714176e+16,,99,0.666114091873169,9.934092304320075e-07,0.1346770077943802,5399,2.6564834117889404,0.20128852128982544,,,,
,,,,,,2.7617277515923456e+16,,100,0.7709295749664307,0.9132030010223389,0.2502659559249878,5449,5.446646213531494,0.41867923736572266,,,,
,,,,,,2.787064622664909e+16,,101,0.7035212516784668,0.03447766974568367,0.15928740799427032,5499,2.059396982192993,0.23308730125427246,,,,
,,,,,,2.812401708485837e+16,,102,0.7011130452156067,0.48132872581481934,0.1872115582227707,5549,2.7514092922210693,0.30545574426651,,,,
,,,,,,2.8377385795584e+16,,103,0.7328090667724609,0.40878522396087646,0.22029396891593933,5599,3.497337579727173,0.33445340394973755,,,,
,,,,,,2.863075450630963e+16,,104,0.7056822180747986,0.39537426829338074,0.19197608530521393,5649,3.3168461322784424,0.30208173394203186,,,,
,,,,,,2.888412536451891e+16,,105,0.7405383586883545,0.30033937096595764,0.2693130373954773,5699,3.998485565185547,0.37340080738067627,,,,
,,,,,,2.9137494075244544e+16,,106,0.6700186729431152,0.31167882680892944,0.15771108865737915,5749,3.272007942199707,0.25588083267211914,,,,
,,,,,,2.9390864933453824e+16,,107,0.7249184846878052,0.3279903531074524,0.19678685069084167,5799,5.821789264678955,0.3020777404308319,,,,
,,,,,,2.9644233644179456e+16,,108,0.7186652421951294,0.13159491121768951,0.20759177207946777,5849,3.602726697921753,0.2926177978515625,,,,
,,,,,,2.989760235490509e+16,,109,0.7415684461593628,3.1490893363952637,0.24196971952915192,5899,3.344212770462036,0.6310355067253113,,,,
,,,,,,3.015097321311437e+16,,110,0.744799792766571,0.253080278635025,0.26823103427886963,5949,3.341383934020996,0.3680190443992615,,,,
,,,,,,3.040434192384e+16,,111,0.6967437267303467,0.13295552134513855,0.1406467705965042,5999,2.8926663398742676,0.22361668944358826,,,,
,,,,,,,3.040434192384e+16,111,,,,5999,,,0.8130775690078735,11.633711814880371,0.29267945885658264,1.5373585224151611
,,,,,,3.065771063456563e+16,,112,0.7125146985054016,0.24132651090621948,0.2002417892217636,6049,3.6795735359191895,0.2956259250640869,,,,
0.15403716266155243,42.8319091796875,0.41884493827819824,8.021016120910645,0.05221843719482422,6.491939544677734,3.091108149277491e+16,,112,0.77061927318573,0.3271627426147461,0.20880644023418427,6099,4.232019424438477,0.3185846507549286,,,,
,,,,,,3.1164450203500544e+16,,113,0.6985359191894531,0.24371856451034546,0.18190930783748627,6149,3.530109167098999,0.27613475918769836,,,,
,,,,,,3.1417818914226176e+16,,114,0.7627533078193665,0.7924258708953857,0.3065545856952667,6199,6.872925281524658,0.462072491645813,,,,
,,,,,,3.1671189772435456e+16,,115,0.6757538914680481,0.18914733827114105,0.17522579431533813,6249,3.695154905319214,0.26171591877937317,,,,
,,,,,,3.192455848316109e+16,,116,0.7245125770568848,1.2562673091888428,0.22072945535182953,6299,4.531429290771484,0.4188074469566345,,,,
,,,,,,3.217792934137037e+16,,117,0.7121740579605103,0.14328205585479736,0.20612487196922302,6349,3.405146598815918,0.2916705012321472,,,,
,,,,,,3.2431298052096e+16,,118,0.7067307829856873,0.906406044960022,0.20947228372097015,6399,7.81957483291626,0.37078598141670227,,,,
,,,,,,3.268466676282163e+16,,119,0.7199282646179199,0.4275782108306885,0.16779372096061707,6449,3.7358314990997314,0.2825443744659424,,,,
,,,,,,3.293803762103091e+16,,120,0.6819322109222412,0.2064063847064972,0.21775734424591064,6499,3.168189525604248,0.3065912127494812,,,,
,,,,,,3.3191406331756544e+16,,121,0.7024441957473755,0.07690936326980591,0.1477041393518448,6549,2.1751668453216553,0.2256394922733307,,,,
,,,,,,3.3444777189965824e+16,,122,0.6887329816818237,0.8926761746406555,0.18874523043632507,6599,2.945157289505005,0.34688615798950195,,,,
,,,,,,3.3698145900691456e+16,,123,0.6872478127479553,0.305416077375412,0.1584029346704483,6649,3.380004405975342,0.2576693296432495,,,,
,,,,,,3.395151461141709e+16,,124,0.6778395175933838,0.07356187701225281,0.157954603433609,6699,2.2240843772888184,0.2330947369337082,,,,
0.1711243987083435,51.30915069580078,0.43097591400146484,7.09433650970459,0.06074929237365723,5.84370231628418,3.420488546962637e+16,,124,0.6488022208213806,3.854411261272617e-06,0.13012909889221191,6749,2.6033573150634766,0.19500970840454102,,,,
,,,,,,3.4458254180352e+16,,125,0.7448346614837646,0.6689519882202148,0.23102827370166779,6799,5.377295970916748,0.3724069595336914,,,,
,,,,,,3.471162289107763e+16,,126,0.6876248717308044,0.03010159730911255,0.1493910551071167,6849,1.9662201404571533,0.22116369009017944,,,,
,,,,,,3.496499374928691e+16,,127,0.6992442011833191,0.3293149471282959,0.19787047803401947,6899,2.8783891201019287,0.30072638392448425,,,,
,,,,,,3.5218362460012544e+16,,128,0.6964313983917236,0.6186671257019043,0.193207785487175,6949,3.3481712341308594,0.32471764087677,,,,
,,,,,,3.5471731170738176e+16,,129,0.6752125024795532,0.4590131342411041,0.16126945614814758,6999,3.4734694957733154,0.27469202876091003,,,,
,,,,,,3.5725102028947456e+16,,130,0.6822828054428101,0.2768558859825134,0.17347407341003418,7049,2.426231861114502,0.2693879306316376,,,,
,,,,,,3.597847073967309e+16,,131,0.656095027923584,0.3952658772468567,0.14279873669147491,7099,3.1191160678863525,0.24793484807014465,,,,
,,,,,,3.623184159788237e+16,,132,0.654716968536377,0.07029697299003601,0.13178031146526337,7149,2.1253459453582764,0.20428171753883362,,,,
,,,,,,3.6485210308608e+16,,133,0.6922684907913208,0.0889669805765152,0.17307043075561523,7199,2.6396865844726562,0.25119397044181824,,,,
,,,,,,3.673857901933363e+16,,134,0.7181054353713989,3.4779176712036133,0.18746605515480042,7249,2.848536252975464,0.6070683598518372,,,,
,,,,,,3.699194773005926e+16,,135,0.6510232090950012,0.29901301860809326,0.14345915615558624,7299,2.9042327404022217,0.23846277594566345,,,,
,,,,,,3.724532073575219e+16,,136,0.7515254020690918,0.12652629613876343,0.2520520091056824,7349,4.5845947265625,0.33985719084739685,,,,
,,,,,,3.749868944647782e+16,,137,0.7189337015151978,0.4461589753627777,0.24947434663772583,7399,7.440543174743652,0.36598360538482666,,,,
0.1681939959526062,52.01449966430664,0.4474163055419922,7.460829257965088,0.05996870994567871,5.9455156326293945,3.775205815720346e+16,,137,0.6607615947723389,0.11179351061582565,0.11591799557209015,7449,1.802514910697937,0.19317351281642914,,,,
,,,,,,3.800542686792909e+16,,138,0.6969929933547974,0.15905144810676575,0.18562912940979004,7499,6.0351243019104,0.27123355865478516,,,,
,,,,,,3.825879557865472e+16,,139,0.686743974685669,0.3285275101661682,0.16735024750232697,7549,3.015105724334717,0.26887738704681396,,,,
,,,,,,3.851216428938035e+16,,140,0.6413818597793579,0.2566058039665222,0.13804958760738373,7599,3.2531380653381348,0.2278483510017395,,,,
,,,,,,3.876553729507328e+16,,141,0.732502818107605,1.1821292638778687,0.23128172755241394,7649,7.683837890625,0.4227449595928192,,,,
,,,,,,3.901890600579891e+16,,142,0.6901105642318726,0.053508006036281586,0.16093482077121735,7699,2.005171537399292,0.23529666662216187,,,,
,,,,,,3.927227471652454e+16,,143,0.6760421991348267,0.19982291758060455,0.14927959442138672,7749,2.651829481124878,0.23686611652374268,,,,
,,,,,,3.952564342725018e+16,,144,0.6963818073272705,0.10336396098136902,0.17183716595172882,7799,2.7256898880004883,0.2518117427825928,,,,
,,,,,,3.977901213797581e+16,,145,0.6841824650764465,0.1974097490310669,0.1889858841896057,7849,3.217393398284912,0.2771450877189636,,,,
,,,,,,4.003238514366874e+16,,146,0.6943857073783875,0.17223025858402252,0.14987841248512268,7899,2.5530500411987305,0.2365400195121765,,,,
,,,,,,4.028575385439437e+16,,147,0.6452795267105103,0.921157956123352,0.13997489213943481,7949,2.6317741870880127,0.29661864042282104,,,,
,,,,,,4.053912256512e+16,,148,0.7094022035598755,0.09300118684768677,0.20927755534648895,7999,2.514246702194214,0.289517879486084,,,,
,,,,,,,4.053912256512e+16,148,,,,7999,,,0.8141695857048035,11.77405834197998,0.28174978494644165,1.5405725240707397
