pert,lam,pds,des
STAG2,2.0,0.7866666666666666,0.5432780847145487
STAT1,0.0,0.9933333333333333,0.10526315789473684
STAT1,0.25,0.33333333333333337,0.10526315789473684
STAT1,0.5,0.2533333333333333,0.10526315789473684
STAT1,1.0,0.19999999999999996,0.10526315789473684
STAT1,2.0,0.19333333333333336,0.10526315789473684
STAT6,0.0,0.4866666666666667,0.08
STAT6,0.25,0.43999999999999995,0.08102564102564103
STAT6,0.5,0.42666666666666664,0.0841025641025641
STAT6,1.0,0.41333333333333333,0.09025641025641026
STAT6,2.0,0.4066666666666666,0.09435897435897436
STX4,0.0,0.7,0.06463878326996197
STX4,0.25,0.1266666666666667,0.06273764258555133
STX4,0.5,0.09999999999999998,0.06463878326996197
STX4,1.0,0.08666666666666667,0.08935361216730038
STX4,2.0,0.07999999999999996,0.10646387832699619
SUPT4H1,0.0,1.0,0.69327251995439
SUPT4H1,0.25,0.9866666666666667,0.6977194982896238
SUPT4H1,0.5,0.9866666666666667,0.7058152793614595
SUPT4H1,1.0,0.9866666666666667,0.7176738882554162
SUPT4H1,2.0,0.9866666666666667,0.7305587229190422
TADA1,0.0,0.6066666666666667,0.505800464037123
TADA1,0.25,0.9333333333333333,0.5119323831620816
TADA1,0.5,0.8866666666666667,0.5228704010606563
TADA1,1.0,0.8266666666666667,0.5372886973815048
TADA1,2.0,0.8066666666666666,0.5444149817699702
TAF13,0.0,1.0,0.4424389170151882
TAF13,0.25,1.0,0.4547655734096412
TAF13,0.5,0.9933333333333333,0.4734756768655074
TAF13,1.0,0.9866666666666667,0.5097952894563064
TAF13,2.0,0.96,0.5551397754787585
TARBP2,0.0,0.8,0.04326923076923077
TARBP2,0.25,0.23333333333333328,0.04807692307692308
TARBP2,0.5,0.19333333333333336,0.052884615384615384
TARBP2,1.0,0.20666666666666667,0.052884615384615384
TARBP2,2.0,0.20666666666666667,0.057692307692307696
TAZ,0.0,0.9333333333333333,0.11875
TAZ,0.25,0.8266666666666667,0.125
TAZ,0.5,0.6,0.1
TAZ,1.0,0.5133333333333333,0.1125
TAZ,2.0,0.48,0.10625
TCF3,0.0,0.76,0.03875968992248062
TCF3,0.25,0.1466666666666666,0.03875968992248062
TCF3,0.5,0.1333333333333333,0.03875968992248062
TCF3,1.0,0.1266666666666667,0.03875968992248062
TCF3,2.0,0.1266666666666667,0.03875968992248062
TET1,0.0,0.6866666666666666,0.04145936981757877
TET1,0.25,0.56,0.04643449419568822
TET1,0.5,0.52,0.05306799336650083
TET1,1.0,0.48,0.07131011608623548
TET1,2.0,0.4666666666666667,0.10613598673300166
TFAM,0.0,0.33999999999999997,0.4300202839756592
TFAM,0.25,0.9533333333333334,0.441965291863872
TFAM,0.5,0.8733333333333333,0.4678837052062204
TFAM,1.0,0.8266666666666667,0.524904214559387
TFAM,2.0,0.8133333333333334,0.5792201938246563
TMBIM6,0.0,0.5,0.043478260869565216
TMBIM6,0.25,0.07999999999999996,0.043478260869565216
TMBIM6,0.5,0.06666666666666665,0.043478260869565216
TMBIM6,1.0,0.06000000000000005,0.08695652173913043
TMBIM6,2.0,0.06000000000000005,0.06521739130434782
TMSB10,0.0,1.0,0.332495110366024
TMSB10,0.25,0.9,0.3327745180217938
TMSB10,0.5,0.7933333333333333,0.34143615535065663
TMSB10,1.0,0.6466666666666667,0.35596535345068453
TMSB10,2.0,0.56,0.35792120704107294
TMSB4X,0.0,0.9933333333333333,0.3333333333333333
TMSB4X,0.25,0.5266666666666666,0.3333333333333333
TMSB4X,0.5,0.43999999999999995,0.3333333333333333
TMSB4X,1.0,0.42666666666666664,0.3333333333333333
TMSB4X,2.0,0.42666666666666664,0.3333333333333333
TRAM2,0.0,0.9,0.010638297872340425
TRAM2,0.25,0.2466666666666667,0.02127659574468085
TRAM2,0.5,0.15333333333333332,0.02127659574468085
TRAM2,1.0,0.1266666666666667,0.031914893617021274
TRAM2,2.0,0.11333333333333329,0.031914893617021274
TRAPPC6A,0.0,0.29333333333333333,0.1461038961038961
TRAPPC6A,0.25,0.54,0.14664502164502163
TRAPPC6A,0.5,0.5533333333333333,0.15205627705627706
TRAPPC6A,1.0,0.52,0.17532467532467533
TRAPPC6A,2.0,0.5,0.20616883116883117
TSC22D4,0.0,0.98,0.09876543209876543
TSC22D4,0.25,0.6666666666666667,0.12191358024691358
TSC22D4,0.5,0.62,0.13425925925925927
TSC22D4,1.0,0.6133333333333333,0.1743827160493827
TSC22D4,2.0,0.62,0.22376543209876543
TWF2,0.0,0.88,0.058823529411764705
TWF2,0.25,0.33333333333333337,0.058823529411764705
TWF2,0.5,0.22666666666666668,0.058823529411764705
TWF2,1.0,0.22666666666666668,0.058823529411764705
TWF2,2.0,0.20666666666666667,0.058823529411764705
TXNDC9,0.0,0.56,0.20235148514851486
TXNDC9,0.25,0.8,0.2110148514851485
TXNDC9,0.5,0.74,0.21472772277227722
TXNDC9,1.0,0.7266666666666667,0.22896039603960397
TXNDC9,2.0,0.72,0.26113861386138615
UBE3C,0.0,0.9533333333333334,0.3932733050847458
UBE3C,0.25,0.8466666666666667,0.420021186440678
UBE3C,0.5,0.8133333333333334,0.4441207627118644
UBE3C,1.0,0.8133333333333334,0.4883474576271186
UBE3C,2.0,0.7866666666666666,0.5463453389830508
UQCRQ,0.0,0.6466666666666667,0.2335958005249344
UQCRQ,0.25,0.5333333333333333,0.24041994750656168
UQCRQ,0.5,0.48,0.2461942257217848
UQCRQ,1.0,0.4733333333333334,0.25406824146981627
UQCRQ,2.0,0.45999999999999996,0.2608923884514436
USP22,0.0,0.6599999999999999,0.10644257703081232
USP22,0.25,0.5333333333333333,0.10644257703081232
USP22,0.5,0.4666666666666667,0.10550887021475257
USP22,1.0,0.43333333333333335,0.13445378151260504
USP22,2.0,0.42000000000000004,0.17180205415499533
WSB2,0.0,0.4,0.22088974854932303
WSB2,0.25,0.7266666666666667,0.2239845261121857
WSB2,0.5,0.7066666666666667,0.2297872340425532
WSB2,1.0,0.6866666666666666,0.25647969052224373
WSB2,2.0,0.6799999999999999,0.29245647969052224
XRCC4,0.0,0.4066666666666666,0.3935672514619883
XRCC4,0.25,0.8200000000000001,0.4002923976608187
XRCC4,0.5,0.8,0.4070175438596491
XRCC4,1.0,0.7933333333333333,0.4330409356725146
XRCC4,2.0,0.7933333333333333,0.48157894736842105
ZNF286A,0.0,0.8733333333333333,0.0
ZNF286A,0.25,0.44666666666666666,0.0
ZNF286A,0.5,0.4,0.0
ZNF286A,1.0,0.3733333333333333,0.0
ZNF286A,2.0,0.3733333333333333,0.0
ZNF426,0.0,0.8733333333333333,0.07692307692307693
ZNF426,0.25,0.4,0.07692307692307693
ZNF426,0.5,0.36,0.07692307692307693
ZNF426,1.0,0.3466666666666667,0.07692307692307693
ZNF426,2.0,0.3466666666666667,0.07692307692307693
ZNF562,0.0,0.6666666666666667,0.07142857142857142
ZNF562,0.25,0.45999999999999996,0.07142857142857142
ZNF562,0.5,0.3733333333333333,0.07142857142857142
ZNF562,1.0,0.31333333333333335,0.10714285714285714
ZNF562,2.0,0.2866666666666666,0.10714285714285714
ZNF593,0.0,0.5933333333333333,0.12409927942353884
ZNF593,0.25,0.72,0.1345076060848679
ZNF593,0.5,0.6666666666666667,0.15852682145716573
ZNF593,1.0,0.64,0.20496397117694154
ZNF593,2.0,0.64,0.2682145716573259
ZNF714,0.0,0.8266666666666667,0.03571428571428571
ZNF714,0.25,0.3466666666666667,0.03571428571428571
ZNF714,0.5,0.30000000000000004,0.03571428571428571
ZNF714,1.0,0.29333333333333333,0.03571428571428571
ZNF714,2.0,0.2733333333333333,0.03571428571428571
