pert,lam,pds,des
DLG5,2.0,0.5466666666666666,0.2076923076923077
DNAJA3,0.0,0.9933333333333333,0.3316633266533066
DNAJA3,0.25,0.98,0.35370741482965934
DNAJA3,0.5,0.98,0.3777555110220441
DNAJA3,1.0,0.9533333333333334,0.41583166332665333
DNAJA3,2.0,0.9533333333333334,0.4664328657314629
DNMT1,0.0,0.08666666666666667,0.5840143003064351
DNMT1,0.25,0.6799999999999999,0.5910367722165475
DNMT1,0.5,0.7333333333333334,0.6009959141981613
DNMT1,1.0,0.7533333333333333,0.6128702757916241
DNMT1,2.0,0.76,0.6311287027579162
EID2,0.0,0.8733333333333333,0.07142857142857142
EID2,0.25,0.1466666666666666,0.07142857142857142
EID2,0.5,0.09999999999999998,0.07142857142857142
EID2,1.0,0.09333333333333338,0.07142857142857142
EID2,2.0,0.09999999999999998,0.0
EIF4B,0.0,0.98,0.3887331124139689
EIF4B,0.25,0.6133333333333333,0.39765485597756817
EIF4B,0.5,0.5466666666666666,0.40836094825388736
EIF4B,1.0,0.4933333333333333,0.4274789701758858
EIF4B,2.0,0.42000000000000004,0.4384399694111649
EPB41L2,0.0,0.98,0.32767402376910015
EPB41L2,0.25,1.0,0.3341822297679683
EPB41L2,0.5,0.9933333333333333,0.34748160724391625
EPB41L2,1.0,0.8733333333333333,0.3692699490662139
EPB41L2,2.0,0.76,0.3754951895868704
EPHB4,0.0,0.2666666666666667,0.3263582966226138
EPHB4,0.25,0.9333333333333333,0.33737151248164465
EPHB4,0.5,0.92,0.3590308370044053
EPHB4,1.0,0.9,0.42694566813509544
EPHB4,2.0,0.9,0.49045521292217326
ETV4,0.0,0.4733333333333334,0.2563422945853843
ETV4,0.25,0.7933333333333333,0.2589928057553957
ETV4,0.5,0.8066666666666666,0.2593714502082545
ETV4,1.0,0.7866666666666666,0.2639151836425596
ETV4,2.0,0.7466666666666666,0.27906096175691025
EWSR1,0.0,1.0,0.507661799170723
EWSR1,0.25,0.8266666666666667,0.5036956913647016
EWSR1,0.5,0.18666666666666665,0.5036956913647016
EWSR1,1.0,0.033333333333333326,0.5078420767982693
EWSR1,2.0,0.020000000000000018,0.5278528934559221
FDPS,0.0,0.2666666666666667,0.3334437086092715
FDPS,0.25,0.9066666666666666,0.33741721854304635
FDPS,0.5,0.8733333333333333,0.3443708609271523
FDPS,1.0,0.8466666666666667,0.3665562913907285
FDPS,2.0,0.84,0.41788079470198675
FOXH1,0.0,0.6466666666666667,0.018255578093306288
FOXH1,0.25,0.16000000000000003,0.02636916835699797
FOXH1,0.5,0.18000000000000005,0.030425963488843813
FOXH1,1.0,0.2533333333333333,0.060851926977687626
FOXH1,2.0,0.31333333333333335,0.08113590263691683
GSK3B,0.0,0.5866666666666667,0.2172211350293542
GSK3B,0.25,0.8933333333333333,0.2191780821917808
GSK3B,0.5,0.78,0.23796477495107632
GSK3B,1.0,0.6866666666666666,0.26731898238747553
GSK3B,2.0,0.6533333333333333,0.2958904109589041
HAT1,0.0,0.6599999999999999,0.08171206225680934
HAT1,0.25,0.4866666666666667,0.08819714656290532
HAT1,0.5,0.4666666666666667,0.08949416342412451
HAT1,1.0,0.4666666666666667,0.0907911802853437
HAT1,2.0,0.48,0.11154345006485085
HIRA,0.0,0.9066666666666666,0.08771929824561403
HIRA,0.25,0.6,0.08270676691729323
HIRA,0.5,0.56,0.08270676691729323
HIRA,1.0,0.5466666666666666,0.09774436090225563
HIRA,2.0,0.52,0.12781954887218044
HMGB2,0.0,0.43333333333333335,0.49396267837541163
HMGB2,0.25,0.8066666666666666,0.49571899012074644
HMGB2,0.5,0.7466666666666666,0.5115257958287596
HMGB2,1.0,0.7466666666666666,0.529967069154775
HMGB2,2.0,0.7466666666666666,0.5729967069154775
HMGN1,0.0,0.9666666666666667,0.1
HMGN1,0.25,0.2666666666666667,0.1
HMGN1,0.5,0.18666666666666665,0.1
HMGN1,1.0,0.15333333333333332,0.1
HMGN1,2.0,0.1466666666666666,0.1
HSBP1,0.0,0.26,0.1473010064043916
HSBP1,0.25,0.88,0.1537053979871912
HSBP1,0.5,0.8466666666666667,0.16742909423604757
HSBP1,1.0,0.8333333333333334,0.2031107044830741
HSBP1,2.0,0.8266666666666667,0.25709057639524246
IDE,0.0,0.9666666666666667,0.16666666666666666
IDE,0.25,0.5,0.16666666666666666
IDE,0.5,0.4666666666666667,0.25
IDE,1.0,0.45999999999999996,0.25
IDE,2.0,0.44666666666666666,0.25
IGF2R,0.0,0.9866666666666667,0.14285714285714285
IGF2R,0.25,0.22666666666666668,0.14285714285714285
IGF2R,0.5,0.15333333333333332,0.14285714285714285
IGF2R,1.0,0.1266666666666667,0.14285714285714285
IGF2R,2.0,0.12,0.07142857142857142
IKBKG,0.0,0.6866666666666666,0.06528189910979229
IKBKG,0.25,0.6333333333333333,0.06528189910979229
IKBKG,0.5,0.5866666666666667,0.05637982195845697
IKBKG,1.0,0.5666666666666667,0.0830860534124629
IKBKG,2.0,0.5733333333333333,0.1543026706231454
INSIG1,0.0,0.4,0.4636546184738956
INSIG1,0.25,0.7933333333333333,0.47289156626506024
INSIG1,0.5,0.7666666666666666,0.4819277108433735
INSIG1,1.0,0.7466666666666666,0.5
INSIG1,2.0,0.7333333333333334,0.5271084337349398
IRF3,0.0,0.84,0.06896551724137931
IRF3,0.25,0.42666666666666664,0.06896551724137931
IRF3,0.5,0.38,0.06896551724137931
IRF3,1.0,0.3733333333333333,0.06896551724137931
IRF3,2.0,0.3866666666666667,0.06896551724137931
KAT2A,0.0,0.21999999999999997,0.6179560649474689
KAT2A,0.25,0.9666666666666667,0.6294173829990449
KAT2A,0.5,0.9,0.6321462682494201
KAT2A,1.0,0.8266666666666667,0.6365124846500204
KAT2A,2.0,0.76,0.6408787010506208
KDM1A,0.0,1.0,0.775405892964522
KDM1A,0.25,1.0,0.7848266185608338
KDM1A,0.5,1.0,0.787632792142714
KDM1A,1.0,1.0,0.7902385247544598
KDM1A,2.0,1.0,0.799859691320906
KDM2B,0.0,0.6533333333333333,0.17162329615861213
KDM2B,0.25,0.6599999999999999,0.17596034696406443
KDM2B,0.5,0.6266666666666667,0.18773234200743494
KDM2B,1.0,0.6133333333333333,0.25154894671623296
KDM2B,2.0,0.6066666666666667,0.3066914498141264
KIF1B,0.0,0.9666666666666667,0.15384615384615385
KIF1B,0.25,0.36,0.15384615384615385
KIF1B,0.5,0.29333333333333333,0.15384615384615385
KIF1B,1.0,0.30666666666666664,0.15384615384615385
KIF1B,2.0,0.30000000000000004,0.15384615384615385
KIF20A,0.0,0.9333333333333333,0.37924392005778956
KIF20A,0.25,0.86,0.3828557669154828
KIF20A,0.5,0.84,0.38767156272574044
KIF20A,1.0,0.8200000000000001,0.402841319528052
KIF20A,2.0,0.7133333333333334,0.423308451721647
KLF10,0.0,0.6533333333333333,0.5362935928629359
KLF10,0.25,0.7666666666666666,0.5508921330089214
KLF10,0.5,0.7466666666666666,0.5640713706407137
KLF10,1.0,0.7266666666666667,0.5865774533657745
KLF10,2.0,0.7266666666666667,0.6137469586374696
LRPPRC,0.0,0.6533333333333333,0.3988979396262578
LRPPRC,0.25,0.9533333333333334,0.39913751796837565
LRPPRC,0.5,0.8866666666666667,0.4180642069956876
LRPPRC,1.0,0.8333333333333334,0.4590321034978438
LRPPRC,2.0,0.8133333333333334,0.5155725922376617
LZTR1,0.0,0.9666666666666667,0.37011137011137013
LZTR1,0.25,0.8666666666666667,0.3828023828023828
LZTR1,0.5,0.8,0.4066304066304066
LZTR1,1.0,0.7733333333333333,0.44548044548044546
LZTR1,2.0,0.74,0.4845894845894846
MAP1B,0.0,0.6333333333333333,0.07142857142857142
MAP1B,0.25,0.12,0.07142857142857142
MAP1B,0.5,0.09999999999999998,0.07142857142857142
MAP1B,1.0,0.09999999999999998,0.07142857142857142
MAP1B,2.0,0.09999999999999998,0.07142857142857142
MAP3K7,0.0,0.88,0.05714285714285714
MAP3K7,0.25,0.19999999999999996,0.05714285714285714
MAP3K7,0.5,0.15333333333333332,0.05714285714285714
MAP3K7,1.0,0.16000000000000003,0.05714285714285714
MAP3K7,2.0,0.16666666666666663,0.08571428571428572
MAPKAPK2,0.0,0.9866666666666667,0.13333333333333333
MAPKAPK2,0.25,0.33333333333333337,0.13333333333333333
MAPKAPK2,0.5,0.28,0.13333333333333333
MAPKAPK2,1.0,0.2733333333333333,0.13333333333333333
