pert,model,des,k_true,h1_l1,tier
MKI67,gene_direct,0.02564102564102564,39,286.8509138031113,mid
MKI67,h1_mean,0.02564102564102564,39,286.8509138031113,mid
MKI67,gene_top50,0.02564102564102564,39,286.8509138031113,mid
MKI67,gene_top100,0.02564102564102564,39,286.8509138031113,mid
MKI67,gene_top200,0.02564102564102564,39,286.8509138031113,mid
MKI67,gene_top500,0.02564102564102564,39,286.8509138031113,mid
MTA1,gene_direct,0.1741424802110818,1516,307.5370347657263,mid
MTA1,h1_mean,0.29353562005277045,1516,307.5370347657263,mid
MTA1,gene_top50,0.08641160949868074,1516,307.5370347657263,mid
MTA1,gene_top100,0.08970976253298153,1516,307.5370347657263,mid
MTA1,gene_top200,0.09828496042216359,1516,307.5370347657263,mid
MTA1,gene_top500,0.10883905013192612,1516,307.5370347657263,mid
NCK2,gene_direct,0.0,8,100.37324332770913,weak
NCK2,h1_mean,0.0,8,100.37324332770913,weak
NCK2,gene_top50,0.0,8,100.37324332770913,weak
NCK2,gene_top100,0.0,8,100.37324332770913,weak
NCK2,gene_top200,0.0,8,100.37324332770913,weak
NCK2,gene_top500,0.0,8,100.37324332770913,weak
NDUFB4,gene_direct,0.1375985977212971,1141,308.72276848680303,mid
NDUFB4,h1_mean,0.1481156879929886,1141,308.72276848680303,mid
NDUFB4,gene_top50,0.06397896581945661,1141,308.72276848680303,mid
NDUFB4,gene_top100,0.06485539000876424,1141,308.72276848680303,mid
NDUFB4,gene_top200,0.0736196319018405,1141,308.72276848680303,mid
NDUFB4,gene_top500,0.09290096406660824,1141,308.72276848680303,mid
NDUFB6,gene_direct,0.1316831683168317,1010,330.3303811847545,mid
NDUFB6,h1_mean,0.13267326732673268,1010,330.3303811847545,mid
NDUFB6,gene_top50,0.06831683168316832,1010,330.3303811847545,mid
NDUFB6,gene_top100,0.07227722772277227,1010,330.3303811847545,mid
NDUFB6,gene_top200,0.08118811881188119,1010,330.3303811847545,mid
NDUFB6,gene_top500,0.09306930693069307,1010,330.3303811847545,mid
NISCH,gene_direct,0.049019607843137254,204,284.5541647150094,mid
NISCH,h1_mean,0.12745098039215685,204,284.5541647150094,mid
NISCH,gene_top50,0.03431372549019608,204,284.5541647150094,mid
NISCH,gene_top100,0.049019607843137254,204,284.5541647150094,mid
NISCH,gene_top200,0.049019607843137254,204,284.5541647150094,mid
NISCH,gene_top500,0.049019607843137254,204,284.5541647150094,mid
NIT1,gene_direct,0.7093124456048738,8043,1059.1670126240115,strong
NIT1,h1_mean,0.763023747357951,8043,1059.1670126240115,strong
NIT1,gene_top50,0.44249658087778193,8043,1059.1670126240115,strong
NIT1,gene_top100,0.443739898047992,8043,1059.1670126240115,strong
NIT1,gene_top200,0.4465995275394753,8043,1059.1670126240115,strong
NIT1,gene_top500,0.45318910854158895,8043,1059.1670126240115,strong
NRAS,gene_direct,0.13043478260869565,23,179.2993712949501,weak
NRAS,h1_mean,0.0,23,179.2993712949501,weak
NRAS,gene_top50,0.13043478260869565,23,179.2993712949501,weak
NRAS,gene_top100,0.13043478260869565,23,179.2993712949501,weak
NRAS,gene_top200,0.13043478260869565,23,179.2993712949501,weak
NRAS,gene_top500,0.13043478260869565,23,179.2993712949501,weak
OXA1L,gene_direct,0.32835024025627335,1873,1349.1168801212589,strong
OXA1L,h1_mean,0.49492792311799255,1873,1349.1168801212589,strong
OXA1L,gene_top50,0.13080619327282433,1873,1349.1168801212589,strong
OXA1L,gene_top100,0.14415376401494928,1873,1349.1168801212589,strong
OXA1L,gene_top200,0.1623064602242392,1873,1349.1168801212589,strong
OXA1L,gene_top500,0.198611852642819,1873,1349.1168801212589,strong
OXCT1,gene_direct,0.294862518089725,2764,497.9459188932706,mid
OXCT1,h1_mean,0.41316931982633864,2764,497.9459188932706,mid
OXCT1,gene_top50,0.16353111432706222,2764,497.9459188932706,mid
OXCT1,gene_top100,0.16606367583212736,2764,497.9459188932706,mid
OXCT1,gene_top200,0.17583212735166426,2764,497.9459188932706,mid
OXCT1,gene_top500,0.19500723589001448,2764,497.9459188932706,mid
PAGR1,gene_direct,0.047520661157024795,484,244.18464629247683,weak
PAGR1,h1_mean,0.1446280991735537,484,244.18464629247683,weak
PAGR1,gene_top50,0.030991735537190084,484,244.18464629247683,weak
PAGR1,gene_top100,0.030991735537190084,484,244.18464629247683,weak
PAGR1,gene_top200,0.030991735537190084,484,244.18464629247683,weak
PAGR1,gene_top500,0.047520661157024795,484,244.18464629247683,weak
PBX1,gene_direct,0.02564102564102564,39,147.80199844991512,weak
PBX1,h1_mean,0.10256410256410256,39,147.80199844991512,weak
PBX1,gene_top50,0.02564102564102564,39,147.80199844991512,weak
PBX1,gene_top100,0.02564102564102564,39,147.80199844991512,weak
PBX1,gene_top200,0.02564102564102564,39,147.80199844991512,weak
PBX1,gene_top500,0.02564102564102564,39,147.80199844991512,weak
PHF10,gene_direct,0.248557944415312,1907,524.5547531894372,mid
PHF10,h1_mean,0.340325117986366,1907,524.5547531894372,mid
PHF10,gene_top50,0.10277923439958049,1907,524.5547531894372,mid
PHF10,gene_top100,0.10854745673833247,1907,524.5547531894372,mid
PHF10,gene_top200,0.11955951756685894,1907,524.5547531894372,mid
PHF10,gene_top500,0.1546932354483482,1907,524.5547531894372,mid
PHF14,gene_direct,0.13657623947614594,1069,326.7809165989602,mid
PHF14,h1_mean,0.23386342376052385,1069,326.7809165989602,mid
PHF14,gene_top50,0.06828811973807297,1069,326.7809165989602,mid
PHF14,gene_top100,0.06922357343311505,1069,326.7809165989602,mid
PHF14,gene_top200,0.07764265668849392,1069,326.7809165989602,mid
PHF14,gene_top500,0.09822263797942002,1069,326.7809165989602,mid
PLCB3,gene_direct,0.1035007610350076,657,316.30159484709293,mid
PLCB3,h1_mean,0.1430745814307458,657,316.30159484709293,mid
PLCB3,gene_top50,0.0563165905631659,657,316.30159484709293,mid
PLCB3,gene_top100,0.0593607305936073,657,316.30159484709293,mid
PLCB3,gene_top200,0.0639269406392694,657,316.30159484709293,mid
PLCB3,gene_top500,0.0867579908675799,657,316.30159484709293,mid
PMS1,gene_direct,0.6666666666666666,3,142.96250255190535,weak
PMS1,h1_mean,0.0,3,142.96250255190535,weak
PMS1,gene_top50,0.6666666666666666,3,142.96250255190535,weak
PMS1,gene_top100,0.6666666666666666,3,142.96250255190535,weak
PMS1,gene_top200,0.6666666666666666,3,142.96250255190535,weak
PMS1,gene_top500,0.6666666666666666,3,142.96250255190535,weak
POLB,gene_direct,0.011560693641618497,173,239.21380308837797,weak
POLB,h1_mean,0.06358381502890173,173,239.21380308837797,weak
POLB,gene_top50,0.005780346820809248,173,239.21380308837797,weak
POLB,gene_top100,0.005780346820809248,173,239.21380308837797,weak
POLB,gene_top200,0.011560693641618497,173,239.21380308837797,weak
POLB,gene_top500,0.011560693641618497,173,239.21380308837797,weak
PRCP,gene_direct,0.0625,16,108.81564259752486,weak
PRCP,h1_mean,0.0625,16,108.81564259752486,weak
PRCP,gene_top50,0.0625,16,108.81564259752486,weak
PRCP,gene_top100,0.0625,16,108.81564259752486,weak
PRCP,gene_top200,0.0625,16,108.81564259752486,weak
PRCP,gene_top500,0.0625,16,108.81564259752486,weak
PRDM14,gene_direct,0.7108165429480382,9430,2660.854773007046,strong
PRDM14,h1_mean,0.8259809119830329,9430,2660.854773007046,strong
PRDM14,gene_top50,0.5262990455991516,9430,2660.854773007046,strong
PRDM14,gene_top100,0.5269353128313892,9430,2660.854773007046,strong
PRDM14,gene_top200,0.5282078472958642,9430,2660.854773007046,strong
PRDM14,gene_top500,0.5337221633085896,9430,2660.854773007046,strong
PRR12,gene_direct,0.1381118881118881,1716,351.02503587074534,mid
PRR12,h1_mean,0.3344988344988345,1716,351.02503587074534,mid
PRR12,gene_top50,0.09557109557109557,1716,351.02503587074534,mid
PRR12,gene_top100,0.09673659673659674,1716,351.02503587074534,mid
PRR12,gene_top200,0.0979020979020979,1716,351.02503587074534,mid
PRR12,gene_top500,0.10431235431235432,1716,351.02503587074534,mid
PTPN1,gene_direct,0.1,10,115.83928570284843,weak
PTPN1,h1_mean,0.0,10,115.83928570284843,weak
PTPN1,gene_top50,0.1,10,115.83928570284843,weak
PTPN1,gene_top100,0.1,10,115.83928570284843,weak
PTPN1,gene_top200,0.1,10,115.83928570284843,weak
PTPN1,gene_top500,0.1,10,115.83928570284843,weak
RAF1,gene_direct,0.04,475,285.6380224484674,mid
RAF1,h1_mean,0.16210526315789472,475,285.6380224484674,mid
RAF1,gene_top50,0.021052631578947368,475,285.6380224484674,mid
RAF1,gene_top100,0.023157894736842106,475,285.6380224484674,mid
RAF1,gene_top200,0.029473684210526315,475,285.6380224484674,mid
RAF1,gene_top500,0.04,475,285.6380224484674,mid
RNF2,gene_direct,0.5486100204177792,6367,712.3931164528967,strong
RNF2,h1_mean,0.66059368619444,6367,712.3931164528967,strong
RNF2,gene_top50,0.36626354641118264,6367,712.3931164528967,strong
RNF2,gene_top100,0.3675200251295744,6367,712.3931164528967,strong
RNF2,gene_top200,0.37050416208575465,6367,712.3931164528967,strong
RNF2,gene_top500,0.37835715407570286,6367,712.3931164528967,strong
RNF20,gene_direct,0.3245501285347044,3112,2137.4812589890826,strong
RNF20,h1_mean,0.3255141388174807,3112,2137.4812589890826,strong
RNF20,gene_top50,0.18348329048843187,3112,2137.4812589890826,strong
RNF20,gene_top100,0.18830334190231363,3112,2137.4812589890826,strong
RNF20,gene_top200,0.19697943444730076,3112,2137.4812589890826,strong
RNF20,gene_top500,0.2101542416452442,3112,2137.4812589890826,strong
RRM1,gene_direct,0.047058823529411764,340,384.66367163629366,mid
RRM1,h1_mean,0.1323529411764706,340,384.66367163629366,mid
RRM1,gene_top50,0.029411764705882353,340,384.66367163629366,mid
RRM1,gene_top100,0.03529411764705882,340,384.66367163629366,mid
RRM1,gene_top200,0.03235294117647059,340,384.66367163629366,mid
RRM1,gene_top500,0.047058823529411764,340,384.66367163629366,mid
SAFB,gene_direct,0.32048263684520306,3398,531.4161940741924,mid
SAFB,h1_mean,0.437021777516186,3398,531.4161940741924,mid
SAFB,gene_top50,0.1968805179517363,3398,531.4161940741924,mid
SAFB,gene_top100,0.19805768098881696,3398,531.4161940741924,mid
SAFB,gene_top200,0.20394349617422014,3398,531.4161940741924,mid
SAFB,gene_top500,0.22042377869334903,3398,531.4161940741924,mid
SALL4,gene_direct,0.34541741128414605,3917,1174.1462003869274,strong
SALL4,h1_mean,0.5442941026295635,3917,1174.1462003869274,strong
SALL4,gene_top50,0.22772529997447025,3917,1174.1462003869274,strong
SALL4,gene_top100,0.2292570845034465,3917,1174.1462003869274,strong
SALL4,gene_top200,0.2333418432473832,3917,1174.1462003869274,strong
SALL4,gene_top500,0.24304314526423282,3917,1174.1462003869274,strong
SDC1,gene_direct,0.1606714628297362,417,537.1478351453916,mid
SDC1,h1_mean,0.19664268585131894,417,537.1478351453916,mid
SDC1,gene_top50,0.06235011990407674,417,537.1478351453916,mid
SDC1,gene_top100,0.08393285371702638,417,537.1478351453916,mid
SDC1,gene_top200,0.11750599520383694,417,537.1478351453916,mid
SDC1,gene_top500,0.1606714628297362,417,537.1478351453916,mid
SEC62,gene_direct,0.49111828825191767,4954,995.846727973727,strong
SEC62,h1_mean,0.6683488090431974,4954,995.846727973727,strong
SEC62,gene_top50,0.2779572062979411,4954,995.846727973727,strong
SEC62,gene_top100,0.2787646346386758,4954,995.846727973727,strong
SEC62,gene_top200,0.2838110617682681,4954,995.846727973727,strong
SEC62,gene_top500,0.29632620104965685,4954,995.846727973727,strong
SHPRH,gene_direct,0.2647058823529412,34,402.9929579619384,mid
SHPRH,h1_mean,0.0,34,402.9929579619384,mid
SHPRH,gene_top50,0.2647058823529412,34,402.9929579619384,mid
SHPRH,gene_top100,0.2647058823529412,34,402.9929579619384,mid
SHPRH,gene_top200,0.2647058823529412,34,402.9929579619384,mid
SHPRH,gene_top500,0.2647058823529412,34,402.9929579619384,mid
SIN3B,gene_direct,0.6223105385774976,7297,1228.7734792183364,strong
SIN3B,h1_mean,0.6948060846923393,7297,1228.7734792183364,strong
SIN3B,gene_top50,0.40605728381526657,7297,1228.7734792183364,strong
SIN3B,gene_top100,0.40811292311909003,7297,1228.7734792183364,strong
SIN3B,gene_top200,0.4107167329039331,7297,1228.7734792183364,strong
SIN3B,gene_top500,0.4174318212964232,7297,1228.7734792183364,strong
SIX4,gene_direct,0.03225806451612903,186,261.1507534166776,weak
SIX4,h1_mean,0.0967741935483871,186,261.1507534166776,weak
SIX4,gene_top50,0.016129032258064516,186,261.1507534166776,weak
SIX4,gene_top100,0.021505376344086023,186,261.1507534166776,weak
SIX4,gene_top200,0.03225806451612903,186,261.1507534166776,weak
SIX4,gene_top500,0.03225806451612903,186,261.1507534166776,weak
SLC25A3,gene_direct,0.12990196078431374,1224,354.91011013123716,mid
SLC25A3,h1_mean,0.18218954248366012,1224,354.91011013123716,mid
SLC25A3,gene_top50,0.07107843137254902,1224,354.91011013123716,mid
SLC25A3,gene_top100,0.07516339869281045,1224,354.91011013123716,mid
SLC25A3,gene_top200,0.08333333333333333,1224,354.91011013123716,mid
SLC25A3,gene_top500,0.08986928104575163,1224,354.91011013123716,mid
SLC39A6,gene_direct,0.6508686376104846,6562,1581.2955894510706,strong
SLC39A6,h1_mean,0.7555623285583664,6562,1581.2955894510706,strong
SLC39A6,gene_top50,0.3633038707711064,6562,1581.2955894510706,strong
SLC39A6,gene_top100,0.3631514782078635,6562,1581.2955894510706,strong
SLC39A6,gene_top200,0.3660469369094788,6562,1581.2955894510706,strong
SLC39A6,gene_top500,0.3776287717159403,6562,1581.2955894510706,strong
SMAGP,gene_direct,0.13400335008375208,1194,373.12805674043557,mid
SMAGP,h1_mean,0.25125628140703515,1194,373.12805674043557,mid
SMAGP,gene_top50,0.07872696817420435,1194,373.12805674043557,mid
SMAGP,gene_top100,0.08542713567839195,1194,373.12805674043557,mid
SMAGP,gene_top200,0.09380234505862646,1194,373.12805674043557,mid
SMAGP,gene_top500,0.11306532663316583,1194,373.12805674043557,mid
SMARCA4,gene_direct,0.681316348195329,9420,1731.9605564626581,strong
SMARCA4,h1_mean,0.7838641188959661,9420,1731.9605564626581,strong
SMARCA4,gene_top50,0.5285562632696391,9420,1731.9605564626581,strong
SMARCA4,gene_top100,0.5285562632696391,9420,1731.9605564626581,strong
SMARCA4,gene_top200,0.5291932059447984,9420,1731.9605564626581,strong
SMARCA4,gene_top500,0.5342887473460722,9420,1731.9605564626581,strong
SMARCA5,gene_direct,0.5560879368658399,7096,977.4984159932101,strong
SMARCA5,h1_mean,0.6261273957158963,7096,977.4984159932101,strong
SMARCA5,gene_top50,0.3996617812852311,7096,977.4984159932101,strong
SMARCA5,gene_top100,0.4007891770011274,7096,977.4984159932101,strong
SMARCA5,gene_top200,0.40431228861330326,7096,977.4984159932101,strong
SMARCA5,gene_top500,0.4096674182638106,7096,977.4984159932101,strong
SOX2,gene_direct,0.5634264538198404,7016,1097.8475398149676,strong
SOX2,h1_mean,0.6567844925883695,7016,1097.8475398149676,strong
SOX2,gene_top50,0.3982326111744584,7016,1097.8475398149676,strong
SOX2,gene_top100,0.39894526795895097,7016,1097.8475398149676,strong
SOX2,gene_top200,0.4016533637400228,7016,1097.8475398149676,strong
SOX2,gene_top500,0.4064994298745724,7016,1097.8475398149676,strong
SSBP1,gene_direct,0.2955301071296638,2707,423.6704043009777,mid
SSBP1,h1_mean,0.4783893609161433,2707,423.6704043009777,mid
SSBP1,gene_top50,0.1684521610639084,2707,423.6704043009777,mid
SSBP1,gene_top100,0.17325452530476543,2707,423.6704043009777,mid
SSBP1,gene_top200,0.17990395271518286,2707,423.6704043009777,mid
SSBP1,gene_top500,0.1935722201699298,2707,423.6704043009777,mid
STAG2,gene_direct,0.4604051565377532,5430,716.3635953438097,strong
STAG2,h1_mean,0.5874769797421732,5430,716.3635953438097,strong
STAG2,gene_top50,0.3101289134438306,5430,716.3635953438097,strong
STAG2,gene_top100,0.31123388581952116,5430,716.3635953438097,strong
STAG2,gene_top200,0.3143646408839779,5430,716.3635953438097,strong
STAG2,gene_top500,0.32081031307550645,5430,716.3635953438097,strong
STAT1,gene_direct,0.10526315789473684,19,116.34686629346106,weak
STAT1,h1_mean,0.0,19,116.34686629346106,weak
STAT1,gene_top50,0.10526315789473684,19,116.34686629346106,weak
STAT1,gene_top100,0.10526315789473684,19,116.34686629346106,weak
STAT1,gene_top200,0.10526315789473684,19,116.34686629346106,weak
STAT1,gene_top500,0.10526315789473684,19,116.34686629346106,weak
STAT6,gene_direct,0.08,975,334.8609446821938,mid
STAT6,h1_mean,0.18871794871794872,975,334.8609446821938,mid
STAT6,gene_top50,0.06358974358974359,975,334.8609446821938,mid
STAT6,gene_top100,0.06461538461538462,975,334.8609446821938,mid
STAT6,gene_top200,0.06564102564102564,975,334.8609446821938,mid
STAT6,gene_top500,0.07282051282051281,975,334.8609446821938,mid
STX4,gene_direct,0.06463878326996197,526,282.08889647869364,weak
STX4,h1_mean,0.12357414448669202,526,282.08889647869364,weak
STX4,gene_top50,0.026615969581749048,526,282.08889647869364,weak
STX4,gene_top100,0.022813688212927757,526,282.08889647869364,weak
STX4,gene_top200,0.039923954372623575,526,282.08889647869364,weak
STX4,gene_top500,0.06653992395437262,526,282.08889647869364,weak
SUPT4H1,gene_direct,0.69327251995439,8770,1963.2396630726507,strong
SUPT4H1,h1_mean,0.7850627137970353,8770,1963.2396630726507,strong
SUPT4H1,gene_top50,0.48973774230330674,8770,1963.2396630726507,strong
SUPT4H1,gene_top100,0.4908779931584949,8770,1963.2396630726507,strong
SUPT4H1,gene_top200,0.4925883694412771,8770,1963.2396630726507,strong
SUPT4H1,gene_top500,0.49863169897377424,8770,1963.2396630726507,strong
TADA1,gene_direct,0.505800464037123,6034,777.2776420616465,strong
TADA1,h1_mean,0.5719257540603249,6034,777.2776420616465,strong
TADA1,gene_top50,0.33476963871395427,6034,777.2776420616465,strong
TADA1,gene_top100,0.33592973152137884,6034,777.2776420616465,strong
TADA1,gene_top200,0.34023864766324163,6034,777.2776420616465,strong
TADA1,gene_top500,0.347364932051707,6034,777.2776420616465,strong
TAF13,gene_direct,0.4424389170151882,4543,1418.7679453376259,strong
TAF13,h1_mean,0.5760510675764913,4543,1418.7679453376259,strong
TAF13,gene_top50,0.2665639445300462,4543,1418.7679453376259,strong
TAF13,gene_top100,0.2700858463570328,4543,1418.7679453376259,strong
TAF13,gene_top200,0.27646929341844595,4543,1418.7679453376259,strong
TAF13,gene_top500,0.2896764252696456,4543,1418.7679453376259,strong
TARBP2,gene_direct,0.04326923076923077,208,195.90610669104353,weak
TARBP2,h1_mean,0.0673076923076923,208,195.90610669104353,weak
TARBP2,gene_top50,0.028846153846153848,208,195.90610669104353,weak
TARBP2,gene_top100,0.038461538461538464,208,195.90610669104353,weak
TARBP2,gene_top200,0.04326923076923077,208,195.90610669104353,weak
TARBP2,gene_top500,0.04326923076923077,208,195.90610669104353,weak
TAZ,gene_direct,0.11875,160,246.87904312377214,weak
TAZ,h1_mean,0.08125,160,246.87904312377214,weak
TAZ,gene_top50,0.05625,160,246.87904312377214,weak
TAZ,gene_top100,0.075,160,246.87904312377214,weak
TAZ,gene_top200,0.11875,160,246.87904312377214,weak
TAZ,gene_top500,0.11875,160,246.87904312377214,weak
TCF3,gene_direct,0.03875968992248062,129,200.81618910941688,weak
TCF3,h1_mean,0.07751937984496124,129,200.81618910941688,weak
TCF3,gene_top50,0.031007751937984496,129,200.81618910941688,weak
TCF3,gene_top100,0.031007751937984496,129,200.81618910941688,weak
TCF3,gene_top200,0.03875968992248062,129,200.81618910941688,weak
TCF3,gene_top500,0.03875968992248062,129,200.81618910941688,weak
TET1,gene_direct,0.04145936981757877,603,232.87286137233968,weak
TET1,h1_mean,0.13598673300165837,603,232.87286137233968,weak
TET1,gene_top50,0.04643449419568822,603,232.87286137233968,weak
TET1,gene_top100,0.05140961857379768,603,232.87286137233968,weak
TET1,gene_top200,0.04809286898839138,603,232.87286137233968,weak
TET1,gene_top500,0.04311774461028192,603,232.87286137233968,weak
TFAM,gene_direct,0.4300202839756592,4437,564.0038374622382,strong
TFAM,h1_mean,0.599053414469236,4437,564.0038374622382,strong
TFAM,gene_top50,0.25400045075501465,4437,564.0038374622382,strong
TFAM,gene_top100,0.25400045075501465,4437,564.0038374622382,strong
TFAM,gene_top200,0.2578318683795357,4437,564.0038374622382,strong
TFAM,gene_top500,0.26707234617985126,4437,564.0038374622382,strong
TMBIM6,gene_direct,0.043478260869565216,46,311.30374359352936,mid
TMBIM6,h1_mean,0.021739130434782608,46,311.30374359352936,mid
TMBIM6,gene_top50,0.043478260869565216,46,311.30374359352936,mid
TMBIM6,gene_top100,0.043478260869565216,46,311.30374359352936,mid
TMBIM6,gene_top200,0.043478260869565216,46,311.30374359352936,mid
TMBIM6,gene_top500,0.043478260869565216,46,311.30374359352936,mid
TMSB10,gene_direct,0.332495110366024,3579,588.4888747671866,strong
TMSB10,h1_mean,0.37692092763341717,3579,588.4888747671866,strong
TMSB10,gene_top50,0.21179100307348422,3579,588.4888747671866,strong
TMSB10,gene_top100,0.2154233025984912,3579,588.4888747671866,strong
TMSB10,gene_top200,0.2207320480581168,3579,588.4888747671866,strong
TMSB10,gene_top500,0.2330259849119866,3579,588.4888747671866,strong
TMSB4X,gene_direct,0.3333333333333333,3,120.07755070106396,weak
TMSB4X,h1_mean,0.0,3,120.07755070106396,weak
TMSB4X,gene_top50,0.3333333333333333,3,120.07755070106396,weak
TMSB4X,gene_top100,0.3333333333333333,3,120.07755070106396,weak
TMSB4X,gene_top200,0.3333333333333333,3,120.07755070106396,weak
TMSB4X,gene_top500,0.3333333333333333,3,120.07755070106396,weak
TRAM2,gene_direct,0.010638297872340425,94,174.28470698669844,weak
TRAM2,h1_mean,0.010638297872340425,94,174.28470698669844,weak
TRAM2,gene_top50,0.010638297872340425,94,174.28470698669844,weak
TRAM2,gene_top100,0.010638297872340425,94,174.28470698669844,weak
TRAM2,gene_top200,0.010638297872340425,94,174.28470698669844,weak
TRAM2,gene_top500,0.010638297872340425,94,174.28470698669844,weak
TRAPPC6A,gene_direct,0.1461038961038961,1848,486.008787808345,mid
TRAPPC6A,h1_mean,0.23593073593073594,1848,486.008787808345,mid
TRAPPC6A,gene_top50,0.10551948051948051,1848,486.008787808345,mid
TRAPPC6A,gene_top100,0.10714285714285714,1848,486.008787808345,mid
TRAPPC6A,gene_top200,0.1130952380952381,1848,486.008787808345,mid
TRAPPC6A,gene_top500,0.11904761904761904,1848,486.008787808345,mid
TSC22D4,gene_direct,0.09876543209876543,648,258.07255078431444,weak
TSC22D4,h1_mean,0.25462962962962965,648,258.07255078431444,weak
TSC22D4,gene_top50,0.037037037037037035,648,258.07255078431444,weak
TSC22D4,gene_top100,0.046296296296296294,648,258.07255078431444,weak
TSC22D4,gene_top200,0.06327160493827161,648,258.07255078431444,weak
TSC22D4,gene_top500,0.09567901234567901,648,258.07255078431444,weak
TWF2,gene_direct,0.058823529411764705,17,163.2695293108336,weak
TWF2,h1_mean,0.0,17,163.2695293108336,weak
TWF2,gene_top50,0.058823529411764705,17,163.2695293108336,weak
TWF2,gene_top100,0.058823529411764705,17,163.2695293108336,weak
TWF2,gene_top200,0.058823529411764705,17,163.2695293108336,weak
TWF2,gene_top500,0.058823529411764705,17,163.2695293108336,weak
TXNDC9,gene_direct,0.20235148514851486,1616,446.9957310429345,mid
TXNDC9,h1_mean,0.43626237623762376,1616,446.9957310429345,mid
TXNDC9,gene_top50,0.09158415841584158,1616,446.9957310429345,mid
TXNDC9,gene_top100,0.09653465346534654,1616,446.9957310429345,mid
TXNDC9,gene_top200,0.09962871287128713,1616,446.9957310429345,mid
TXNDC9,gene_top500,0.11943069306930693,1616,446.9957310429345,mid
UBE3C,gene_direct,0.3932733050847458,3776,467.76099780562254,mid
UBE3C,h1_mean,0.5998411016949152,3776,467.76099780562254,mid
UBE3C,gene_top50,0.2184851694915254,3776,467.76099780562254,mid
UBE3C,gene_top100,0.2232521186440678,3776,467.76099780562254,mid
UBE3C,gene_top200,0.2301377118644068,3776,467.76099780562254,mid
UBE3C,gene_top500,0.24735169491525424,3776,467.76099780562254,mid
UQCRQ,gene_direct,0.2335958005249344,1905,364.05020865149345,mid
UQCRQ,h1_mean,0.26824146981627295,1905,364.05020865149345,mid
UQCRQ,gene_top50,0.11811023622047244,1905,364.05020865149345,mid
UQCRQ,gene_top100,0.12335958005249344,1905,364.05020865149345,mid
UQCRQ,gene_top200,0.12650918635170605,1905,364.05020865149345,mid
UQCRQ,gene_top500,0.14330708661417324,1905,364.05020865149345,mid
USP22,gene_direct,0.10644257703081232,1071,273.3545315794436,weak
USP22,h1_mean,0.21008403361344538,1071,273.3545315794436,weak
USP22,gene_top50,0.059757236227824466,1071,273.3545315794436,weak
USP22,gene_top100,0.06069094304388422,1071,273.3545315794436,weak
USP22,gene_top200,0.06909430438842204,1071,273.3545315794436,weak
USP22,gene_top500,0.08403361344537816,1071,273.3545315794436,weak
WSB2,gene_direct,0.22088974854932303,2585,483.6653583672887,mid
WSB2,h1_mean,0.3470019342359768,2585,483.6653583672887,mid
WSB2,gene_top50,0.14893617021276595,2585,483.6653583672887,mid
WSB2,gene_top100,0.1493230174081238,2585,483.6653583672887,mid
WSB2,gene_top200,0.1539651837524178,2585,483.6653583672887,mid
WSB2,gene_top500,0.15473887814313347,2585,483.6653583672887,mid
XRCC4,gene_direct,0.3935672514619883,3420,545.1461258159507,strong
XRCC4,h1_mean,0.554093567251462,3420,545.1461258159507,strong
XRCC4,gene_top50,0.19210526315789472,3420,545.1461258159507,strong
XRCC4,gene_top100,0.19415204678362574,3420,545.1461258159507,strong
XRCC4,gene_top200,0.204093567251462,3420,545.1461258159507,strong
XRCC4,gene_top500,0.21725146198830408,3420,545.1461258159507,strong
ZNF286A,gene_direct,0.0,8,153.49909710791326,weak
ZNF286A,h1_mean,0.0,8,153.49909710791326,weak
ZNF286A,gene_top50,0.0,8,153.49909710791326,weak
ZNF286A,gene_top100,0.0,8,153.49909710791326,weak
ZNF286A,gene_top200,0.0,8,153.49909710791326,weak
ZNF286A,gene_top500,0.0,8,153.49909710791326,weak
ZNF426,gene_direct,0.07692307692307693,13,152.70478025201373,weak
ZNF426,h1_mean,0.0,13,152.70478025201373,weak
ZNF426,gene_top50,0.07692307692307693,13,152.70478025201373,weak
ZNF426,gene_top100,0.07692307692307693,13,152.70478025201373,weak
ZNF426,gene_top200,0.07692307692307693,13,152.70478025201373,weak
ZNF426,gene_top500,0.07692307692307693,13,152.70478025201373,weak
ZNF562,gene_direct,0.07142857142857142,28,251.011677527782,weak
ZNF562,h1_mean,0.0,28,251.011677527782,weak
ZNF562,gene_top50,0.07142857142857142,28,251.011677527782,weak
ZNF562,gene_top100,0.07142857142857142,28,251.011677527782,weak
ZNF562,gene_top200,0.07142857142857142,28,251.011677527782,weak
ZNF562,gene_top500,0.07142857142857142,28,251.011677527782,weak
ZNF593,gene_direct,0.12409927942353884,1249,346.44585712932894,mid
ZNF593,h1_mean,0.300240192153723,1249,346.44585712932894,mid
ZNF593,gene_top50,0.07526020816653323,1249,346.44585712932894,mid
ZNF593,gene_top100,0.08086469175340272,1249,346.44585712932894,mid
ZNF593,gene_top200,0.08726981585268215,1249,346.44585712932894,mid
ZNF593,gene_top500,0.0976781425140112,1249,346.44585712932894,mid
ZNF714,gene_direct,0.03571428571428571,28,178.8126795892167,weak
ZNF714,h1_mean,0.03571428571428571,28,178.8126795892167,weak
ZNF714,gene_top50,0.03571428571428571,28,178.8126795892167,weak
ZNF714,gene_top100,0.03571428571428571,28,178.8126795892167,weak
ZNF714,gene_top200,0.03571428571428571,28,178.8126795892167,weak
