ref,pert,pearson_full,pearson_top500,sign_agree_top200,sign_cos_top200,h1_l1,ref_l1
k562_gwps,ACAT2,0.16532877491809,0.2813193164996426,0.26190478,0.261904776096344,539.32166,282.44775
k562_gwps,ACVR1B,0.020569088755712367,0.12569460647052255,-0.15113351,-0.15113350749015808,275.6178,226.15067
k562_gwps,AKT2,0.07090068493341044,0.1434354311794685,0.0927835,0.09278350323438644,277.1426,381.39807
k562_gwps,ARID1A,0.09407947140461445,0.15322544440520344,-0.0025510204,-0.0025510203558951616,518.21716,237.4692
k562_gwps,ATM,0.06490344221039263,0.07395802526194914,0.18527919,0.18527919054031372,656.66254,265.20624
k562_gwps,ATP6V0B,0.17483344553555877,0.32025276643738376,0.08974359,0.08974359184503555,380.53754,211.93808
k562_gwps,ATP6V0C,0.019719378773744065,0.010479537945852855,0.01511335,0.015113350003957748,1066.6549,495.68658
k562_gwps,BIRC2,0.05018951189114509,0.13517232275384164,-0.0077120825,-0.007712082471698523,532.73035,202.70435
k562_gwps,BRD9,0.06385114014624947,0.029678344448379163,0.15482233,0.15482233464717865,953.08374,407.476
k562_gwps,C1QBP,0.3788350617795181,0.28577492424090056,0.6550802,0.6550801992416382,626.7134,334.65753
k562_gwps,CALM3,0.10795250864601431,0.13134099420397874,0.13043478,0.1304347813129425,401.40695,377.56573
k562_gwps,CASP2,0.05116417929844038,0.0283886086239364,0.047858942,0.04785894230008125,167.50473,261.97556
k562_gwps,CASP3,0.0783534758853399,0.1663527987759678,0.11764706,0.11764705926179886,802.2093,231.49742
